Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Kilometers_Driven_Per_Year,Current_Age
5190,Maruti SX4 Vxi BSIV,Delhi,2009,92000,First,15.5,1586.0,103.3,5.0,20.89221804511278,2.7,False,True,True,6133.333333333333,15
5191,Ford Endeavour 2.2 Titanium AT 4X2,Chennai,2019,9000,First,12.62,2198.0,158.0,7.0,20.89221804511278,32.9,False,False,False,1800.0,5
5192,Maruti Swift LXI BSIV,Coimbatore,2008,50121,First,20.4,1197.0,83.11,5.0,20.89221804511278,3.41,False,True,True,3132.5625,16
5193,Hyundai Grand i10 CRDi Magna,Hyderabad,2014,79000,First,24.0,1120.0,70.0,5.0,20.89221804511278,4.15,False,False,True,7900.0,10
5194,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,46000,Second,20.14,1498.0,88.8,5.0,20.89221804511278,5.9,False,False,True,4600.0,10
5195,Mercedes-Benz E-Class 230,Pune,2012,100000,First,10.0,2496.0,157.7,5.0,20.89221804511278,11.5,False,True,False,8333.333333333334,12
5196,Hyundai i20 Asta 1.2,Kolkata,2015,41000,First,18.6,1197.0,81.83,5.0,20.89221804511278,4.75,False,True,True,4555.555555555556,9
5197,Maruti Alto K10 VXI AGS,Chennai,2015,25000,First,24.07,998.0,67.1,5.0,20.89221804511278,3.5,False,True,False,2777.777777777778,9
5198,Maruti Ertiga VDI,Pune,2014,71899,First,20.77,1248.0,88.76,7.0,20.89221804511278,7.25,False,False,True,7189.9,10
5199,Maruti Celerio VXI AT,Mumbai,2016,7100,First,23.1,998.0,67.04,5.0,20.89221804511278,4.35,False,True,False,887.5,8
5200,Renault KWID Climber 1.0 AMT,Coimbatore,2018,38171,Second,22.5,999.0,67.0,5.0,5.72,4.99,False,True,False,6361.833333333333,6
5201,Mahindra Scorpio SLE BSIV,Bangalore,2013,70359,First,12.05,2179.0,120.0,8.0,20.89221804511278,7.65,False,False,True,6396.272727272727,11
5202,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Chennai,2011,200000,First,12.8,2494.0,102.0,7.0,20.89221804511278,9.0,False,False,True,15384.615384615385,13
5203,Volkswagen Polo Diesel Highline 1.2L,Chennai,2017,26969,First,22.07,1199.0,73.9,5.0,20.89221804511278,6.9,False,False,True,3852.714285714286,7
5204,Ford Figo Diesel ZXI,Chennai,2011,56500,First,20.0,1399.0,68.0,5.0,20.89221804511278,2.9,False,False,True,4346.153846153846,13
5205,Nissan Terrano XL Plus 85 PS,Kolkata,2014,40000,First,20.45,1461.0,83.8,5.0,20.89221804511278,5.75,False,False,True,4000.0,10
5206,Force One LX 4x4,Kolkata,2014,41000,First,17.0,2200.0,139.01,7.0,20.89221804511278,8.0,False,False,True,4100.0,10
5207,Renault KWID 1.0 RXT Optional AMT,Kochi,2017,53105,First,22.5,999.0,67.0,5.0,4.93,4.41,False,True,False,7586.428571428572,7
5208,Skoda Rapid 1.5 TDI Elegance,Mumbai,2013,23000,First,21.14,1498.0,103.52,5.0,20.89221804511278,4.95,False,False,True,2090.909090909091,11
5209,Mahindra XUV500 AT W10 FWD,Hyderabad,2016,80999,First,16.0,2179.0,140.0,7.0,20.89221804511278,14.4,False,False,False,10124.875,8
5210,Ford Figo Diesel Titanium,Chennai,2012,82000,First,20.0,1399.0,68.05,5.0,20.89221804511278,2.95,False,False,True,6833.333333333333,12
5211,Mahindra Bolero ZLX,Coimbatore,2017,68557,First,15.96,2523.0,62.1,7.0,11.28,8.14,False,False,True,9793.857142857143,7
5212,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2016,34000,First,20.64,1498.0,108.5,5.0,14.2,8.45,False,False,True,4250.0,8
5213,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2015,77000,First,12.99,2494.0,100.0,8.0,20.89221804511278,12.5,False,False,True,8555.555555555555,9
5214,Mahindra XUV500 W8 2WD,Mumbai,2012,48000,First,15.1,2179.0,140.0,7.0,20.89221804511278,6.5,False,False,True,4000.0,12
5215,Ford Ecosport 1.5 Ti VCT MT Titanium,Coimbatore,2015,28232,Second,15.8,1499.0,110.0,5.0,20.89221804511278,7.72,False,True,True,3136.8888888888887,9
5216,Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,Chennai,2011,110000,First,16.96,1968.0,138.1,5.0,20.89221804511278,8.0,False,False,False,8461.538461538461,13
5217,Tata New Safari DICOR 2.2 VX 4x4,Chennai,2009,120000,Second,13.93,2179.0,138.0,7.0,20.89221804511278,3.0,False,False,True,8000.0,15
5218,BMW 3 Series 330d Convertible,Mumbai,2013,49000,First,8.2,2993.0,245.0,4.0,20.89221804511278,29.0,False,False,False,4454.545454545455,11
5219,Volkswagen Polo 1.2 MPI Highline,Kolkata,2014,22000,First,16.47,1198.0,74.0,5.0,20.89221804511278,4.11,False,True,True,2200.0,10
5220,Hyundai i20 Magna Optional 1.2,Coimbatore,2015,14925,First,18.5,1197.0,82.9,5.0,20.89221804511278,5.37,False,True,True,1658.3333333333333,9
5221,Maruti Ertiga ZDI,Mumbai,2013,75000,First,20.77,1248.0,88.8,7.0,20.89221804511278,6.55,False,False,True,6818.181818181818,11
5222,Honda City i VTEC V,Chennai,2015,23000,First,17.4,1497.0,117.3,5.0,20.89221804511278,7.0,False,True,True,2555.5555555555557,9
5223,Honda City 1.5 S MT,Mumbai,2014,57000,First,17.0,1497.0,118.0,5.0,20.89221804511278,5.48,False,True,True,5700.0,10
5224,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Kochi,2013,76718,First,16.96,1968.0,138.03,5.0,20.89221804511278,6.51,False,False,False,6974.363636363636,11
5225,Honda Amaze VX i-DTEC,Pune,2016,138000,First,25.8,1498.0,98.6,5.0,20.89221804511278,5.15,False,False,True,17250.0,8
5226,Mahindra XUV500 W8 2WD,Hyderabad,2013,140000,Second,15.1,2179.0,140.0,7.0,20.89221804511278,9.0,False,False,True,12727.272727272728,11
5227,Toyota Corolla Altis VL,Mumbai,2008,110000,Second,14.53,1798.0,138.1,5.0,20.89221804511278,2.75,False,True,False,6875.0,16
5229,BMW 3 Series 320d,Bangalore,2012,73000,First,22.69,1995.0,190.0,5.0,48.79,12.5,False,False,False,6083.333333333333,12
5230,Ford EcoSport 1.5 Diesel Trend,Kochi,2017,63423,First,23.0,1498.0,98.96,5.0,10.42,7.69,False,False,True,9060.42857142857,7
5231,Hyundai i20 Asta Optional with Sunroof 1.2,Kochi,2013,62132,First,18.5,1197.0,82.85,5.0,20.89221804511278,4.57,False,True,True,5648.363636363636,11
5232,Honda City 1.5 S AT,Mumbai,2013,51000,First,16.8,1497.0,118.0,5.0,20.89221804511278,4.5,False,True,False,4636.363636363636,11
5233,Maruti Ritz VDI (ABS) BS IV,Hyderabad,2015,75000,First,23.2,1248.0,73.94,5.0,20.89221804511278,4.9,False,False,True,8333.333333333334,9
5234,Hyundai i10 Era 1.1,Kolkata,2008,55410,First,19.81,1086.0,68.05,5.0,20.89221804511278,1.65,False,True,True,3463.125,16
5235,Chevrolet Sail 1.2 LS,Mumbai,2015,41000,First,18.2,1199.0,82.4,5.0,20.89221804511278,3.25,False,True,True,4555.555555555556,9
5236,Hyundai Verna 1.6 SX CRDi (O),Chennai,2012,45000,First,22.32,1582.0,126.32,5.0,20.89221804511278,6.25,False,False,True,3750.0,12
5237,Hyundai Creta 1.6 SX Option,Kochi,2018,53322,First,15.8,1591.0,121.3,5.0,16.06,12.13,False,True,True,8887.0,6
5238,Chevrolet Sail 1.2 LS,Jaipur,2013,48000,First,18.2,1199.0,82.4,5.0,20.89221804511278,3.25,False,True,True,4363.636363636364,11
5239,Audi Q5 2.0 TDI,Hyderabad,2013,72000,First,14.16,1968.0,174.3,5.0,20.89221804511278,29.0,False,False,False,6545.454545454545,11
5240,Honda City 1.5 V MT Exclusive,Kochi,2013,50266,First,17.0,1497.0,118.0,5.0,20.89221804511278,5.53,False,True,True,4569.636363636364,11
5241,Ford EcoSport 1.5 Petrol Titanium,Hyderabad,2017,21800,First,17.0,1497.0,121.36,5.0,11.27,8.75,False,True,True,3114.285714285714,7
5242,Audi Q7 3.0 TDI Quattro Premium Plus,Bangalore,2014,45000,Second,12.07,2967.0,241.4,7.0,20.89221804511278,37.9,False,False,False,4500.0,10
5243,Hyundai i10 Magna 1.2,Delhi,2010,62000,First,20.36,1197.0,78.9,5.0,20.89221804511278,2.4,False,True,True,4428.571428571428,14
5244,Hyundai i20 1.2 Asta,Chennai,2014,41681,First,17.0,1197.0,80.0,5.0,20.89221804511278,4.55,False,True,True,4168.1,10
5245,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2011,69313,Second,17.5,1197.0,85.8,5.0,20.89221804511278,2.65,False,True,True,5331.7692307692305,13
5246,Tata Indica V2 eLX,Pune,2017,49000,Second,25.0,1396.0,69.0,5.0,20.89221804511278,1.6,False,False,True,7000.0,7
5247,BMW 5 Series 2010-2013 530d,Coimbatore,2012,40471,Second,16.2,2993.0,235.0,5.0,20.89221804511278,25.72,False,False,False,3372.5833333333335,12
5248,Maruti Swift VDI,Ahmedabad,2013,60000,First,22.9,1248.0,74.0,5.0,20.89221804511278,4.15,False,False,True,5454.545454545455,11
5249,Ford Freestyle Titanium Plus Petrol,Jaipur,2018,1001,First,19.0,1194.0,94.68,5.0,8.44,7.23,False,True,True,166.83333333333334,6
5250,Hyundai Verna XXi ABS (Petrol),Bangalore,2008,38000,Second,13.9,1599.0,103.2,5.0,20.89221804511278,2.6,False,True,True,2375.0,16
5251,BMW 3 Series 320d Highline,Mumbai,2008,66000,Second,16.07,1995.0,181.0,5.0,20.89221804511278,7.25,False,False,False,4125.0,16
5252,Toyota Innova 2.5 G4 Diesel 8-seater,Kochi,2017,33901,First,12.8,2494.0,102.0,8.0,20.89221804511278,14.29,False,False,True,4843.0,7
5253,Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,2011,57000,Second,14.94,2143.0,204.0,5.0,20.89221804511278,17.25,False,False,False,4384.615384615385,13
5254,Hyundai Elantra 1.6 SX,Pune,2013,170000,First,22.54,1582.0,126.2,5.0,20.87,7.5,False,False,True,15454.545454545454,11
5255,Maruti Ritz ZDi,Hyderabad,2014,60000,First,23.2,1248.0,73.94,5.0,20.89221804511278,4.35,False,False,True,6000.0,10
5256,Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,85000,First,24.3,1248.0,88.5,5.0,11.96,8.9,False,False,True,10625.0,8
5257,Hyundai Xcent 1.2 Kappa S,Kolkata,2016,146000,Second,19.1,1197.0,82.0,5.0,20.89221804511278,3.5,False,True,True,18250.0,8
5258,Honda City i DTEC V,Kolkata,2014,56002,First,26.0,1498.0,98.6,5.0,20.89221804511278,6.1,False,False,True,5600.2,10
5259,Renault KWID RXT,Mumbai,2016,8554,First,25.17,799.0,53.3,5.0,20.89221804511278,3.2,False,True,True,1069.25,8
5260,Toyota Etios Cross 1.4L VD,Jaipur,2014,62322,First,23.59,1364.0,67.06,5.0,9.55,4.9,False,False,True,6232.2,10
5261,Maruti Alto K10 VXI,Kochi,2015,37929,First,24.07,998.0,67.1,5.0,4.09,3.69,False,True,True,4214.333333333333,9
5262,Tata Tiago 1.2 Revotron XM Option,Chennai,2016,5400,First,23.84,1199.0,84.0,5.0,5.45,3.98,False,True,True,675.0,8
5263,Hyundai i20 1.4 CRDi Magna,Kolkata,2013,60000,First,21.9,1396.0,90.0,5.0,20.89221804511278,2.95,False,False,True,5454.545454545455,11
5264,Audi A4 2.0 TDI,Kochi,2014,55730,First,16.55,1968.0,147.51,5.0,20.89221804511278,15.21,False,False,False,5573.0,10
5265,Maruti Swift VDI,Hyderabad,2015,62000,First,28.4,1248.0,74.0,5.0,20.89221804511278,6.3,False,False,True,6888.888888888889,9
5266,Volkswagen Ameo 1.2 MPI Highline,Kochi,2017,14576,First,17.0,1198.0,73.75,5.0,8.38,6.69,False,True,True,2082.285714285714,7
5267,Honda BRV i-VTEC V CVT,Mumbai,2017,17000,First,16.0,1497.0,117.3,7.0,15.02,9.5,False,True,False,2428.5714285714284,7
5268,Hyundai i20 Asta,Mumbai,2009,28000,First,17.0,1197.0,80.0,5.0,20.89221804511278,2.65,False,True,True,1866.6666666666667,15
5269,Hyundai Santa Fe 4X4,Ahmedabad,2012,58200,First,14.66,2199.0,194.3,7.0,20.89221804511278,7.5,False,False,True,4850.0,12
5270,Honda City 1.5 GXI,Bangalore,2002,53000,Second,18.283619293712317,1631.552572706935,113.80314403717087,5.0,20.89221804511278,1.85,False,True,True,2409.090909090909,22
5271,Maruti Celerio ZXI Optional AMT,Kochi,2018,12278,First,23.1,998.0,67.04,5.0,5.95,5.63,False,True,False,2046.3333333333333,6
5272,Hyundai Creta 1.6 SX,Coimbatore,2018,17665,First,15.8,1591.0,121.3,5.0,15.36,11.78,False,True,True,2944.1666666666665,6
5273,Tata Indica V2 DL BSIII,Hyderabad,2004,200000,Second,17.88,1396.0,52.8,5.0,20.89221804511278,0.85,False,False,True,10000.0,20
5274,Volkswagen Vento Petrol Highline,Mumbai,2011,55893,First,15.04,1598.0,103.6,5.0,20.89221804511278,3.35,False,True,True,4299.461538461538,13
5275,Maruti Celerio VXI,Kochi,2015,60586,First,23.1,998.0,67.04,5.0,20.89221804511278,4.11,False,True,True,6731.777777777777,9
5276,Mercedes-Benz CLA 200 D Sport Edition,Ahmedabad,2015,13500,First,17.9,2143.0,136.0,5.0,20.89221804511278,25.51,False,False,False,1500.0,9
5277,Maruti Alto 800 LXI,Jaipur,2017,30000,First,22.74,796.0,47.3,5.0,20.89221804511278,3.1,False,True,True,4285.714285714285,7
5278,Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2018,12000,First,10.91,3198.0,197.0,7.0,20.89221804511278,33.5,False,False,False,2000.0,6
5279,Tata Zest Revotron 1.2T XE,Kolkata,2017,65000,First,17.57,1193.0,88.7,5.0,6.59,4.8,False,True,True,9285.714285714286,7
5280,Volkswagen Vento 1.6 Comfortline,Kolkata,2014,38000,First,16.09,1598.0,103.5,5.0,10.94,3.49,False,True,True,3800.0,10
5281,Maruti Ertiga ZXI,Mumbai,2012,25000,Second,17.5,1373.0,91.1,7.0,20.89221804511278,5.15,False,True,True,2083.3333333333335,12
5282,Mercedes-Benz M-Class ML 350 CDI Corporate,Mumbai,2011,100000,First,14.0,2987.0,224.0,5.0,20.89221804511278,14.41,False,False,False,7692.307692307692,13
5283,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,13710,First,16.2,1199.0,74.0,5.0,20.89221804511278,4.75,False,True,True,1371.0,10
5284,Toyota Fortuner 4x2 AT,Jaipur,2015,100000,First,12.55,2982.0,168.5,7.0,20.89221804511278,19.0,False,False,False,11111.111111111111,9
5285,Maruti Celerio VXI,Hyderabad,2017,17000,First,23.1,998.0,67.04,5.0,20.89221804511278,4.9,False,True,True,2428.5714285714284,7
5286,BMW 3 Series 320d Corporate Edition,Chennai,2008,89000,Second,16.07,1995.0,181.0,4.0,20.89221804511278,6.3,False,False,False,5562.5,16
5287,Honda City ZX VTEC,Jaipur,2006,100173,Second,16.9,1497.0,100.0,5.0,20.89221804511278,2.4,False,True,True,5565.166666666667,18
5288,Mitsubishi Cedia Sports,Pune,2009,97000,First,13.17,1999.0,114.0,5.0,20.89221804511278,3.0,False,True,True,6466.666666666667,15
5289,Renault Pulse Petrol RxL,Delhi,2016,40190,First,18.06,1198.0,74.93,5.0,20.89221804511278,4.25,False,True,True,5023.75,8
5290,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2016,29647,First,20.14,1498.0,88.0,5.0,10.15,6.3,False,False,True,3705.875,8
5291,Maruti Baleno RS Petrol,Kochi,2018,43639,First,21.1,998.0,100.0,5.0,9.83,8.15,False,True,True,7273.166666666667,6
5292,Hyundai i10 Magna,Kochi,2012,37333,First,20.36,1197.0,78.9,5.0,20.89221804511278,3.22,False,True,True,3111.0833333333335,12
5293,Hyundai i20 1.2 Spotz,Kochi,2018,48407,First,18.6,1197.0,81.83,5.0,20.89221804511278,7.65,False,True,True,8067.833333333333,6
5294,BMW Z4 2009-2013 35i,Delhi,2011,25000,First,10.37,2979.0,306.0,2.0,20.89221804511278,30.0,False,True,False,1923.076923076923,13
5295,Hyundai i10 Sportz 1.2,Pune,2010,72400,Second,20.36,1197.0,78.9,5.0,20.89221804511278,2.3,False,True,True,5171.428571428572,14
5296,Mini Cooper S Carbon Edition,Delhi,2012,18000,First,13.6,1598.0,181.0,4.0,20.89221804511278,22.0,False,True,False,1500.0,12
5297,Honda Brio V MT,Pune,2012,65167,First,19.4,1198.0,86.8,5.0,20.89221804511278,3.28,False,True,True,5430.583333333333,12
5298,Maruti Ciaz ZXi Option,Kochi,2016,25418,First,20.73,1373.0,91.2,5.0,20.89221804511278,7.09,False,True,True,3177.25,8
5299,Maruti Swift Dzire ZDi,Coimbatore,2013,38995,First,19.3,1248.0,73.9,5.0,20.89221804511278,6.46,False,False,True,3545.0,11
5300,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2012,60000,First,22.07,1199.0,73.9,5.0,20.89221804511278,4.0,False,False,True,5000.0,12
5301,BMW X1 sDrive20d,Delhi,2011,72000,First,17.05,1995.0,184.0,5.0,20.89221804511278,11.0,False,False,False,5538.461538461538,13
5302,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2016,31075,Second,12.07,2967.0,241.4,7.0,20.89221804511278,49.79,False,False,False,3884.375,8
5303,Ford Figo 1.5D Trend MT,Kolkata,2015,4311,First,25.83,1498.0,99.0,5.0,20.89221804511278,4.8,False,False,True,479.0,9
5304,BMW 3 Series Luxury Line,Bangalore,2017,21000,First,21.76,1995.0,190.0,5.0,62.07,35.0,False,False,False,3000.0,7
5305,Mercedes-Benz M-Class ML 350 CDI Corporate,Bangalore,2011,54000,First,14.0,2987.0,224.0,5.0,20.89221804511278,21.99,False,False,False,4153.846153846154,13
5306,Maruti Wagon R LX BSIII,Mumbai,2007,50000,Second,17.3,1061.0,64.0,5.0,20.89221804511278,1.1,False,True,True,2941.176470588235,17
5307,Maruti Baleno Zeta 1.2,Delhi,2018,13000,First,21.4,1197.0,83.1,5.0,20.89221804511278,6.6,False,True,True,2166.6666666666665,6
5308,Maruti Dzire VXI,Pune,2013,74000,First,22.0,1197.0,81.8,5.0,7.67,4.5,False,True,True,6727.272727272727,11
5309,Chevrolet Aveo U-VA 1.2 LT,Pune,2009,75000,Second,14.7,1150.0,76.0,5.0,20.89221804511278,1.0,False,True,True,5000.0,15
5310,Volkswagen Polo 1.5 TDI Highline,Chennai,2017,25000,First,20.14,1498.0,88.0,5.0,9.97,6.9,False,False,True,3571.4285714285716,7
5311,Land Rover Freelander 2 TD4 SE,Hyderabad,2012,139000,First,18.283619293712317,2179.0,115.0,5.0,20.89221804511278,16.75,False,False,False,11583.333333333334,12
5312,Audi Q5 30 TDI quattro Premium,Mumbai,2015,52000,First,14.16,1968.0,174.3,5.0,20.89221804511278,25.49,False,False,False,5777.777777777777,9
5313,Audi A6 35 TDI Matrix,Chennai,2015,20000,First,18.53,1968.0,187.74,5.0,67.67,35.5,False,False,False,2222.222222222222,9
5314,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2018,32663,First,24.0,1186.0,73.97,5.0,8.18,6.28,False,False,True,5443.833333333333,6
5315,Mahindra Scorpio SLE BSIV,Delhi,2012,76777,Second,12.05,2179.0,120.0,8.0,20.89221804511278,4.88,False,False,True,6398.083333333333,12
5316,Tata Bolt Quadrajet XE,Hyderabad,2016,100303,First,22.95,1248.0,74.0,5.0,7.43,3.7,False,False,True,12537.875,8
5317,Hyundai EON Era Plus,Kochi,2015,43993,First,21.1,814.0,55.2,5.0,20.89221804511278,3.45,False,True,True,4888.111111111111,9
5318,Mahindra Scorpio S8 8 Seater,Kochi,2016,72118,First,15.4,2179.0,120.0,8.0,20.89221804511278,10.23,False,False,True,9014.75,8
5319,Honda Accord 2001-2003 2.0 AT,Bangalore,2010,83000,Second,11.1,2354.0,142.0,5.0,20.89221804511278,6.5,False,True,False,5928.571428571428,14
5320,Volkswagen Polo 1.2 MPI Highline,Mumbai,2016,7523,First,16.2,1199.0,74.0,5.0,20.89221804511278,6.15,False,True,True,940.375,8
5321,Maruti Eeco 7 Seater Standard,Mumbai,2014,34670,First,15.1,1196.0,73.0,7.0,4.71,2.9,False,True,True,3467.0,10
5322,Hyundai Grand i10 CRDi Sportz,Ahmedabad,2016,30000,First,24.0,1120.0,70.0,5.0,20.89221804511278,5.5,False,False,True,3750.0,8
5323,Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2017,17000,First,10.91,3198.0,197.0,7.0,20.89221804511278,31.0,False,False,False,2428.5714285714284,7
5324,Hyundai Grand i10 1.2 CRDi Sportz,Delhi,2015,59261,First,24.0,1186.0,73.97,5.0,8.18,4.25,False,False,True,6584.555555555556,9
5325,Maruti Swift VDI,Kochi,2016,65210,First,22.9,1248.0,74.0,5.0,20.89221804511278,5.48,False,False,True,8151.25,8
5326,Hyundai i20 1.2 Asta Option,Bangalore,2016,19000,First,18.6,1197.0,81.83,5.0,20.89221804511278,7.25,False,True,True,2375.0,8
5327,Maruti Swift Dzire VXi,Hyderabad,2012,50000,First,17.5,1298.0,85.8,5.0,20.89221804511278,3.0,False,True,True,4166.666666666667,12
5328,BMW 3 Series 320d Luxury Line,Hyderabad,2015,47000,First,22.69,1995.0,190.0,5.0,53.68,29.5,False,False,False,5222.222222222223,9
5329,Honda City ZX GXi,Mumbai,2007,75000,Second,17.7,1497.0,78.0,5.0,20.89221804511278,1.49,False,True,True,4411.764705882353,17
5330,Hyundai i10 Sportz 1.2 AT,Pune,2013,54534,First,16.95,1197.0,78.9,5.0,20.89221804511278,3.65,False,True,False,4957.636363636364,11
5331,Ford Ecosport Signature Edition Diesel,Ahmedabad,2018,13000,First,23.0,1498.0,98.96,5.0,12.12,10.9,False,False,True,2166.6666666666665,6
5332,Maruti Celerio ZXI MT,Bangalore,2015,48808,First,23.1,998.0,67.04,5.0,6.05,4.3,False,True,True,5423.111111111111,9
5333,Maruti Ertiga VDI,Pune,2012,63001,Second,20.77,1248.0,88.76,7.0,20.89221804511278,6.11,False,False,True,5250.083333333333,12
5334,Toyota Innova 2.5 V Diesel 8-seater,Hyderabad,2015,64771,First,12.8,2494.0,102.0,8.0,20.89221804511278,15.5,False,False,True,7196.777777777777,9
5335,Honda City i VTEC SV,Mumbai,2016,34634,First,17.8,1497.0,117.3,5.0,20.89221804511278,6.9,False,True,True,4329.25,8
5336,Maruti Swift Dzire VXI,Bangalore,2012,69242,First,19.1,1197.0,85.8,5.0,20.89221804511278,4.69,False,True,True,5770.166666666667,12
5337,Maruti Ritz LXi,Kochi,2011,33292,First,18.5,1197.0,85.8,5.0,20.89221804511278,3.19,False,True,True,2560.923076923077,13
5338,Hyundai i20 Sportz AT 1.4,Pune,2012,55000,Second,15.0,1396.0,98.6,5.0,20.89221804511278,3.75,False,True,False,4583.333333333333,12
5339,Hyundai i20 Active SX Dual Tone Petrol,Pune,2019,1000,First,17.19,1197.0,81.86,5.0,10.25,8.6,False,True,True,200.0,5
5340,Honda City 1.5 E MT,Chennai,2011,80000,Second,17.0,1497.0,118.0,5.0,20.89221804511278,3.85,False,True,True,6153.846153846154,13
5341,Porsche Cayenne S Diesel,Coimbatore,2016,65003,First,13.6,4134.0,382.0,5.0,20.89221804511278,67.83,False,False,False,8125.375,8
5342,Honda Amaze VX i-VTEC,Coimbatore,2019,16573,First,17.8,1198.0,86.7,5.0,20.89221804511278,9.31,False,True,True,3314.6,5
5343,Honda Civic 2006-2010 1.8 S AT,Pune,2008,152633,First,12.9,1799.0,130.0,5.0,20.89221804511278,3.0,False,True,False,9539.5625,16
5344,Hyundai i20 Magna 1.2,Bangalore,2015,53000,First,18.6,1197.0,81.83,5.0,20.89221804511278,5.5,False,True,True,5888.888888888889,9
5345,Hyundai Creta 1.6 CRDi SX,Hyderabad,2017,50129,First,19.67,1582.0,126.2,5.0,20.89221804511278,13.3,False,False,True,7161.285714285715,7
5346,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Hyderabad,2013,63716,First,15.73,1968.0,174.33,5.0,20.89221804511278,23.0,False,False,False,5792.363636363636,11
5347,Maruti Alto 800 2016-2019 LXI,Mumbai,2018,11000,First,24.7,796.0,47.3,5.0,20.89221804511278,3.35,False,True,True,1833.3333333333333,6
5348,BMW X1 sDrive 20d Exclusive,Chennai,2012,115000,Third,15.06,1995.0,177.0,5.0,20.89221804511278,10.0,False,False,False,9583.333333333334,12
5349,Hyundai i10 Magna,Delhi,2013,63265,First,20.36,1197.0,78.9,5.0,20.89221804511278,2.95,False,True,True,5751.363636363636,11
5350,Volkswagen Ameo 1.5 TDI Highline,Pune,2016,20000,First,21.66,1498.0,108.62,5.0,10.04,6.75,False,False,True,2500.0,8
5351,Volkswagen Polo Petrol Highline 1.2L,Pune,2010,79000,Third,16.47,1198.0,73.9,5.0,20.89221804511278,2.44,False,True,True,5642.857142857143,14
5352,Maruti Ciaz VXi Plus,Mumbai,2015,41000,First,20.73,1373.0,91.1,5.0,20.89221804511278,5.85,False,True,True,4555.555555555556,9
5353,Volkswagen Polo GT TSI,Kochi,2015,26323,First,17.21,1197.0,103.5,5.0,10.83,7.4,False,True,False,2924.777777777778,9
5354,Hyundai Xcent 1.1 CRDi Base,Pune,2016,76000,First,24.4,1120.0,71.0,5.0,20.89221804511278,3.8,False,False,True,9500.0,8
5355,Honda Civic 2006-2010 1.8 S MT,Hyderabad,2008,69972,First,13.5,1799.0,130.0,5.0,20.89221804511278,3.8,False,True,True,4373.25,16
5356,Honda City ZX GXi,Kolkata,2008,69000,First,17.7,1497.0,78.0,5.0,20.89221804511278,2.7,False,True,True,4312.5,16
5357,Mahindra Bolero ZLX,Jaipur,2016,65000,First,15.96,2523.0,62.1,7.0,11.15,7.21,False,False,True,8125.0,8
5358,Honda City i VTEC V,Hyderabad,2016,29512,First,17.4,1497.0,117.3,5.0,20.89221804511278,7.9,False,True,True,3689.0,8
5359,Hyundai Xcent 1.2 CRDi S,Kolkata,2017,51000,First,25.4,1186.0,73.97,5.0,8.23,4.2,False,False,True,7285.714285714285,7
5360,Renault Duster 110PS Diesel RxL,Mumbai,2014,58003,First,19.01,1461.0,108.45,5.0,20.89221804511278,5.75,False,False,True,5800.3,10
5361,Maruti A-Star AT VXI,Hyderabad,2013,56500,First,16.98,998.0,66.1,5.0,20.89221804511278,3.45,False,True,False,5136.363636363636,11
5362,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,29063,First,17.11,1968.0,174.33,5.0,20.89221804511278,25.75,False,False,False,2906.3,10
5363,Mahindra XUV500 W8 2WD,Coimbatore,2018,46811,First,16.0,2179.0,140.0,7.0,20.89221804511278,16.59,False,False,True,7801.833333333333,6
5364,Renault Pulse Petrol RxZ,Coimbatore,2014,31897,First,18.06,1198.0,74.96,5.0,20.89221804511278,4.69,False,True,True,3189.7,10
5365,BMW 3 Series 320d,Mumbai,2009,52100,Second,13.2,1995.0,170.0,5.0,20.89221804511278,7.5,False,False,False,3473.3333333333335,15
5366,Toyota Innova Crysta 2.4 GX MT,Hyderabad,2016,73000,First,13.68,2393.0,147.8,7.0,19.37,16.5,False,False,True,9125.0,8
5367,Honda City 1.5 S MT,Kolkata,2009,31423,First,17.0,1497.0,118.0,5.0,20.89221804511278,1.99,False,True,True,2094.866666666667,15
5368,Maruti Swift VDI,Chennai,2014,75180,First,22.9,1248.0,74.0,5.0,20.89221804511278,5.25,False,False,True,7518.0,10
